总序号,性别,年龄,职业,学历,收入,玩家游戏情况,游戏进入,游戏偏好
5940,2,1,1,1,1,2,1,5
5941,1,NA,5,3,3,3,2,4
5942,1,1,1,1,1,2,1,2
5943,2,2,1,4,2,1,3,2
5944,1,2,1,5,2,2,3,1
5945,1,5,5,5,5,3,3,3
5946,1,2,2,3,3,4,3,2
5947,1,3,2,4,3,2,3,2
5948,2,1,1,1,1,4,1,5
5949,1,1,1,1,5,2,3,3
5950,1,1,1,1,1,3,3,3
5951,NA,2,1,4,1,4,3,6
5952,2,2,1,3,1,2,5,3
5953,1,2,1,4,1,4,1,3
5954,1,1,1,1,2,4,4,1
5955,1,NA,3,3,4,4,3,5
5956,1,1,1,2,1,2,4,3
5957,1,1,1,1,1,3,3,5
5958,1,2,1,4,1,4,3,5
5959,1,1,1,1,1,4,5,5
5960,2,2,1,3,1,3,5,3
5961,1,2,1,5,1,3,2,6
5962,1,1,1,2,1,2,2,4
5963,2,2,1,5,1,1,1,3
5964,1,1,1,1,1,4,5,2
5965,1,3,5,3,4,3,2,3
5966,2,1,1,1,2,2,4,4
5967,2,2,2,5,5,1,1,3
5968,2,1,1,1,1,1,5,2
5969,1,1,1,1,1,2,3,6
5970,1,3,4,4,3,3,3,4
5971,1,2,5,3,3,4,4,3
5972,1,5,1,1,1,4,5,1
5973,1,2,7,2,3,4,2,3
5974,1,1,1,2,5,2,5,1
5975,1,2,1,3,1,2,3,3
5976,1,3,4,5,3,2,2,1
5977,2,1,1,1,1,1,1,1
5978,2,1,1,1,1,1,1,1
5979,2,5,6,2,1,1,3,5
5980,2,2,1,3,NA,4,1,1
5981,1,1,1,2,1,2,1,2
5982,1,1,1,2,NA,2,2,3
5983,2,1,1,1,1,3,1,2
5984,1,1,1,3,NA,4,2,2
5985,NA,1,1,1,NA,2,3,1
5986,2,2,1,2,1,1,1,2
5987,1,1,1,1,1,2,2,3
5988,2,1,1,1,1,3,1,5
5989,2,5,7,5,5,4,5,6
5990,2,1,1,1,1,2,1,1
5991,1,2,6,3,1,1,1,3
5992,2,1,1,5,2,3,3,2
5993,1,5,5,3,NA,2,2,3
5994,2,1,1,1,1,1,1,2
5995,1,2,1,2,1,2,3,4
5996,2,2,1,3,1,1,3,4
5997,1,1,1,1,1,2,2,3
5998,1,3,2,5,5,4,5,2
5999,2,1,1,1,1,2,1,4
6000,2,1,1,1,1,2,3,1
6001,1,3,5,3,NA,2,2,3
6002,2,2,1,4,1,1,1,2
6003,NA,3,2,2,3,4,1,2
6004,2,4,2,4,3,1,5,1
6005,1,2,2,4,2,4,2,3
6006,2,1,1,1,NA,3,3,5
6007,2,3,2,5,3,3,1,3
6008,1,1,1,2,1,2,4,5
6009,1,1,1,1,1,4,2,5
6010,1,3,2,2,NA,4,3,2
6011,1,2,1,4,1,4,3,5
6012,2,1,1,2,1,4,1,4
6013,1,1,1,1,1,2,2,2
6014,2,1,1,2,1,4,3,3
6015,2,1,1,1,3,3,3,3
6016,1,1,1,1,4,2,1,5
6017,1,1,1,2,1,4,5,2
6018,1,1,1,1,1,4,3,5
6019,2,1,1,2,1,1,3,5
6020,1,1,1,2,1,2,1,5
6021,1,1,1,1,1,4,4,2
6022,1,1,1,1,2,4,2,1
6023,1,2,1,3,1,2,3,2
6024,2,1,1,2,1,1,3,3
6025,1,2,1,5,3,3,5,5
6026,2,3,4,4,3,1,3,4
6027,1,1,1,1,1,1,2,2
6028,1,1,1,2,1,4,5,4
6029,2,2,1,5,1,1,3,4
6030,2,1,1,1,1,2,3,2
6031,1,1,1,2,5,4,3,5
6032,1,1,1,2,1,4,2,1
6033,1,2,1,2,1,1,5,1
6034,NA,1,1,1,1,4,3,5
6035,2,5,2,2,NA,1,5,1
6036,1,1,1,1,4,4,5,4
6037,2,3,3,4,4,3,3,2
6038,1,3,1,5,5,4,3,1
6039,1,5,3,3,5,4,2,5
6040,2,4,5,3,1,1,1,3
6041,2,1,1,1,NA,1,5,5
6042,1,1,1,2,1,2,4,4
6043,1,1,1,2,1,2,5,3
6044,1,1,1,2,1,4,5,1
6045,1,1,1,2,NA,3,4,4
6046,1,1,1,1,1,1,2,2
6047,1,1,7,5,5,4,3,6
6048,2,NA,1,5,1,4,1,2
6049,1,1,1,1,1,2,2,3
6050,1,2,1,3,1,1,1,5
6051,2,2,1,5,1,4,1,3
6052,1,4,5,2,2,3,5,5
6053,1,1,1,2,NA,2,2,5
6054,2,2,2,4,4,4,3,5
6055,1,1,7,1,5,2,1,1
6056,1,1,1,2,1,2,5,3
6057,2,4,3,4,3,2,3,1
6058,1,1,1,1,1,2,1,3
6059,1,2,2,2,3,2,3,1
6060,1,2,2,5,3,2,2,3
6061,1,2,1,3,1,1,1,3
6062,2,1,1,2,3,1,1,1
6063,1,1,1,2,NA,2,5,4
6064,1,1,1,2,1,4,4,4
6065,2,3,6,3,1,4,1,2
6066,2,4,6,2,1,1,3,2
6067,1,1,1,2,1,2,4,3
6068,1,2,7,2,2,3,3,5
6069,2,1,1,2,1,4,3,5
6070,NA,1,1,1,1,3,5,3
6071,2,4,5,4,2,2,1,2
6072,1,1,1,2,1,1,2,2
6073,1,2,2,5,3,4,3,5
6074,2,3,7,5,3,3,5,5
6075,1,3,2,4,4,2,1,1
6076,2,1,1,1,2,3,5,1
6077,2,1,1,1,1,2,1,4
6078,1,1,1,1,1,1,2,1
6079,2,1,1,1,1,4,5,5
6080,2,2,1,3,1,1,3,3
6081,2,3,6,4,4,1,4,3
6082,1,1,1,1,1,4,2,5
6083,NA,1,1,2,NA,4,3,4
6084,1,1,1,1,2,2,1,3
6085,2,2,1,3,NA,2,3,1
6086,2,1,1,1,3,4,4,5
6087,1,1,6,2,1,2,1,5
6088,1,1,1,1,1,3,1,4
6089,1,2,1,3,1,3,3,2
6090,2,1,1,1,1,3,4,2
6091,1,1,1,2,1,2,5,5
6092,2,2,1,4,1,4,3,2
6093,NA,1,7,1,1,4,1,3
6094,1,1,1,5,1,2,3,2
6095,1,3,5,2,1,1,2,3
6096,2,3,1,5,1,3,5,4
6097,1,5,3,2,4,2,3,1
6098,1,1,1,1,1,2,2,5
6099,2,1,1,1,1,4,5,5
6100,1,1,1,1,1,2,2,1
6101,2,1,1,1,1,4,3,2
6102,1,3,5,4,3,2,3,5
6103,1,1,1,1,1,4,2,3
6104,1,1,1,2,1,4,4,1
6105,1,1,1,1,1,3,5,5
6106,NA,2,2,5,3,4,3,3
6107,2,1,2,2,2,1,4,5
6108,2,2,1,4,3,3,4,1
6109,2,2,1,2,1,2,3,5
6110,1,1,1,2,1,1,1,3
6111,1,1,1,2,1,1,4,3
6112,1,1,1,1,1,2,2,5
6113,1,2,4,3,1,1,2,3
6114,NA,3,5,4,3,2,1,1
6115,1,1,7,1,1,1,5,6
6116,NA,1,1,2,NA,4,1,5
6117,2,1,1,1,1,4,1,5
6118,NA,1,1,2,1,4,1,2
6119,1,1,4,4,5,4,2,2
6120,2,2,1,5,1,1,4,6
6121,1,1,1,1,2,3,3,3
6122,1,3,2,4,3,4,2,5
6123,1,2,1,5,1,1,3,2
6124,2,1,1,2,2,1,5,5
6125,1,NA,1,1,4,2,2,4
6126,1,2,4,5,5,4,5,6
6127,2,1,1,2,1,4,5,6
6128,1,2,2,4,NA,4,3,5
6129,2,1,1,1,1,1,3,3
6130,1,2,1,3,1,4,2,5
6131,1,3,2,5,NA,3,2,5
6132,1,1,1,2,2,1,1,3
6133,1,1,1,1,1,2,5,3
6134,1,1,1,2,1,2,1,3
6135,2,1,1,2,1,4,3,3
6136,1,1,1,2,1,2,3,5
6137,1,2,3,2,2,2,3,5
6138,1,NA,1,1,1,2,1,5
6139,1,1,1,1,1,2,1,2
6140,1,2,1,3,1,2,2,5
6141,1,1,1,1,1,4,1,5
6142,1,1,1,1,1,1,4,5
6143,1,1,1,1,1,4,2,5
6144,2,1,1,2,2,4,4,2
6145,2,2,5,5,3,4,3,5
6146,1,1,1,1,1,4,1,4
6147,2,1,1,2,2,2,3,2
6148,2,1,1,1,1,2,3,4
6149,1,1,1,2,1,2,3,5
6150,1,1,1,2,1,2,3,2
6151,1,1,1,1,1,1,4,1
6152,2,1,1,1,1,1,1,2
6153,1,1,1,2,1,4,2,2
6154,2,3,6,4,1,2,3,2
6155,1,3,1,4,5,2,5,2
6156,2,2,2,4,1,1,1,1
6157,1,5,6,1,1,3,5,5
6158,1,1,1,2,1,3,2,5
6159,1,1,6,4,1,2,2,1
6160,2,1,1,1,NA,2,1,3
6161,1,1,1,2,1,1,1,1
6162,1,2,7,3,2,4,2,6
6163,2,2,6,4,1,3,4,4
6164,2,1,1,2,1,4,1,6
6165,1,1,1,1,1,2,3,5
6166,1,1,1,2,4,2,1,3
6167,1,1,1,1,1,4,2,3
6168,1,1,1,2,1,4,3,3
6169,2,1,1,2,1,4,3,3
6170,2,1,1,1,1,1,3,3
6171,1,5,4,5,4,4,3,3
6172,2,1,1,1,1,4,5,5
6173,2,1,1,1,NA,2,1,2
6174,1,4,2,3,5,4,1,2
6175,1,1,1,2,5,3,1,6
6176,2,1,1,3,1,4,5,3
6177,2,1,1,1,1,4,1,3
6178,1,5,4,5,5,2,5,6
6179,2,1,1,2,1,3,1,2
6180,1,1,1,1,1,1,1,5
6181,2,3,2,4,2,4,3,4
6182,2,1,1,1,1,4,4,5
6183,1,3,5,4,3,2,1,1
6184,2,1,1,2,1,2,3,2
6185,1,2,1,3,1,3,5,4
6186,2,2,1,3,NA,1,1,5
6187,2,1,1,1,1,4,1,1
6188,1,2,1,5,1,3,3,6
6189,1,2,1,2,1,3,2,5
6190,1,2,1,3,1,3,3,3
6191,2,2,1,3,1,4,5,2
6192,NA,1,1,2,2,2,2,3
6193,1,2,2,2,3,4,2,3
6194,2,1,1,5,1,2,1,3
6195,1,1,1,1,1,2,5,5
6196,1,1,1,2,1,2,5,6
6197,1,4,6,4,1,4,1,6
6198,1,2,2,1,5,1,4,5
6199,1,4,2,2,3,3,3,2
6200,1,1,1,2,1,4,3,5
6201,2,1,1,1,1,2,3,5
6202,NA,2,1,5,1,4,3,5
6203,NA,1,1,1,1,4,5,5
6204,1,1,1,1,1,4,4,4
6205,1,5,2,1,3,2,1,1
6206,1,NA,1,1,1,2,3,3
6207,1,4,2,2,NA,2,2,2
6208,1,3,5,5,3,4,3,3
6209,1,1,1,2,1,4,5,3
6210,1,3,4,3,3,4,3,2
6211,1,2,3,4,3,2,3,4
6212,1,1,1,2,1,4,5,3
6213,2,1,1,1,1,2,3,2
6214,1,1,1,2,2,2,2,2
6215,NA,1,1,1,2,2,1,5
6216,1,1,1,1,1,1,3,2
6217,1,1,1,2,1,2,1,3
6218,2,2,1,4,1,1,3,2
6219,1,2,7,3,1,1,3,3
6220,1,2,4,4,5,2,3,2
6221,1,1,1,1,1,4,2,4
6222,1,1,1,1,1,4,2,6
6223,1,2,1,3,1,2,2,3
6224,2,1,1,2,1,4,1,2
6225,1,1,1,2,1,2,2,2
6226,1,1,1,2,1,4,2,4
6227,1,2,2,2,3,4,2,5
6228,2,1,1,2,2,3,3,2
6229,NA,1,1,1,1,2,1,5
6230,1,2,1,5,1,2,3,4
6231,2,1,1,3,1,2,1,2
6232,1,4,2,5,NA,4,2,3
6233,1,1,1,1,5,2,1,3
6234,1,2,5,4,3,4,5,2
6235,1,1,1,2,1,4,3,2
6236,1,2,1,2,1,2,5,1
6237,1,4,2,5,5,4,3,2
6238,1,NA,1,3,NA,2,5,3
6239,2,1,1,1,1,1,1,2
6240,2,1,1,1,1,2,4,1
6241,1,4,1,1,4,1,1,2
6242,1,2,5,5,3,4,3,4
6243,1,1,1,1,1,2,4,5
6244,1,1,1,2,1,1,2,5
6245,1,3,5,4,3,4,2,3
6246,1,2,1,4,3,2,2,1
6247,1,1,1,1,1,3,3,3
6248,1,2,1,4,1,2,2,5
6249,1,1,1,1,1,3,2,5
6250,2,1,1,1,1,3,1,2
6251,2,1,1,2,1,1,3,5
6252,1,2,4,2,3,2,3,3
6253,1,4,7,5,3,2,5,2
6254,1,NA,1,2,1,2,2,2
6255,1,1,1,1,1,4,3,5
6256,2,1,1,2,1,1,4,2
6257,2,2,3,2,3,3,1,5
6258,1,3,4,3,3,3,3,2
6259,2,1,1,1,1,4,3,3
6260,1,2,1,2,1,2,1,2
6261,1,1,1,1,1,2,1,5
6262,1,2,1,3,1,2,1,5
6263,1,4,5,4,3,4,5,3
6264,1,1,1,1,1,3,2,2
6265,1,1,1,1,1,3,5,2
6266,1,1,1,1,1,2,1,3
6267,1,1,1,2,1,4,3,2
6268,1,1,1,1,1,1,1,1
6269,1,2,7,3,2,4,3,3
6270,2,1,1,1,1,2,1,1
6271,1,4,6,2,3,2,3,2
6272,1,2,1,5,1,4,2,1
6273,2,2,1,4,1,2,1,5
6274,2,1,1,1,1,1,4,4
6275,1,1,4,4,3,4,5,5
6276,1,1,1,1,1,4,3,6
6277,1,3,7,5,5,3,3,1
6278,2,1,1,2,1,1,3,2
6279,2,1,1,1,1,4,5,2
6280,1,1,1,1,1,2,3,1
6281,1,1,1,2,1,4,3,5
6282,2,1,1,2,1,2,3,6
6283,1,1,1,1,1,2,3,4
6284,1,1,1,2,1,4,3,5
6285,2,1,1,1,1,4,1,4
6286,1,3,2,4,4,3,2,1
6287,2,2,5,3,4,2,3,1
6288,1,1,1,1,1,4,3,5
6289,1,1,1,4,1,2,2,5
6290,1,1,1,2,1,2,3,6
6291,1,2,5,2,3,3,5,4
6292,2,1,7,1,1,1,1,3
6293,2,1,1,1,1,2,4,1
6294,NA,2,1,2,1,2,1,5
6295,1,1,1,2,1,4,2,5
6296,1,1,1,1,1,4,5,1
6297,2,1,1,1,1,3,3,4
6298,NA,1,1,2,1,4,5,2
6299,1,1,1,1,1,2,3,4
6300,NA,2,4,5,5,1,5,2
6301,NA,1,1,1,1,3,1,5
6302,2,1,1,1,1,4,1,2
6303,1,1,1,1,4,1,2,2
6304,NA,1,1,1,1,4,1,1
6305,1,2,1,5,2,2,2,2
6306,1,1,1,2,1,2,2,1
6307,2,1,1,1,1,1,1,6
6308,1,5,1,1,5,3,4,5
6309,2,1,1,2,1,4,3,2
6310,2,1,1,1,1,3,5,6
6311,1,1,1,1,1,4,5,6
6312,2,2,7,3,1,3,5,3
6313,2,4,5,4,5,1,2,3
6314,2,1,1,2,1,3,1,6
6315,2,1,1,2,NA,3,1,2
6316,2,3,6,3,1,2,3,2
6317,1,2,1,5,1,4,2,3
6318,2,5,2,5,4,2,1,3
6319,1,1,1,1,1,1,3,3
6320,1,4,6,5,4,3,3,1
6321,1,2,1,3,1,1,1,1
6322,1,1,1,2,1,4,5,5
6323,1,4,3,5,5,3,2,1
6324,2,1,1,2,1,4,1,3
6325,1,1,1,2,1,1,5,4
6326,1,1,1,2,3,1,1,1
6327,1,1,1,2,1,4,1,2
6328,1,1,1,1,2,2,1,3
6329,2,1,1,1,1,1,5,6
6330,2,2,4,5,5,4,5,1
6331,2,1,1,1,1,2,5,3
6332,1,1,1,1,1,3,1,2
6333,2,2,3,4,4,1,3,5
6334,2,1,1,1,1,3,5,4
6335,1,1,1,1,1,4,5,5
6336,1,2,1,3,1,2,3,3
6337,2,1,1,1,1,2,4,3
6338,1,1,1,1,1,2,1,2
6339,2,3,5,5,5,1,4,6
6340,2,4,7,5,1,4,1,5
6341,1,1,1,2,1,4,5,5
6342,NA,2,1,3,1,4,1,4
6343,1,3,2,5,5,4,5,6
6344,1,1,2,3,1,2,2,5
6345,1,1,6,5,5,4,2,5
6346,1,1,1,2,1,4,3,5
6347,1,5,3,3,3,2,1,1
6348,NA,2,3,3,3,2,5,5
6349,2,2,3,4,3,4,1,5
6350,2,NA,3,5,5,4,1,5
6351,2,1,1,1,1,1,1,1
6352,1,3,7,5,5,2,2,6
6353,NA,1,1,1,1,2,5,5
6354,1,1,1,2,3,1,3,3
6355,1,3,5,3,NA,1,2,6
6356,1,1,1,2,1,2,3,2
6357,1,1,1,2,1,4,1,5
6358,2,1,1,2,1,2,5,2
6359,2,2,2,4,3,4,3,3
6360,1,3,5,5,5,3,4,2
6361,2,1,1,2,1,1,3,2
6362,1,1,1,2,1,4,1,3
6363,1,1,1,1,1,2,2,5
6364,2,1,1,3,3,4,5,3
6365,1,1,1,2,1,4,4,3
6366,2,1,1,1,1,2,1,5
6367,1,1,1,3,2,4,2,3
6368,1,1,1,2,1,2,1,1
6369,NA,3,5,3,3,2,1,3
6370,2,1,1,1,1,2,4,5
6371,2,1,1,3,1,4,3,2
6372,1,4,7,3,3,2,2,2
6373,1,1,1,1,5,1,2,2
6374,2,5,7,5,1,4,5,6
6375,1,1,1,1,1,2,3,3
6376,1,1,1,2,1,2,3,2
6377,1,1,1,1,1,4,2,4
6378,2,2,1,4,NA,2,5,3
6379,1,1,1,2,1,4,1,5
6380,1,2,2,3,5,4,1,3
6381,1,1,1,2,2,2,1,2
6382,NA,1,1,2,1,2,3,2
6383,NA,2,6,2,1,1,1,2
6384,1,NA,5,3,3,3,2,6
6385,1,1,1,1,1,2,5,3
6386,2,3,4,4,3,4,3,3
6387,1,5,2,4,4,2,2,2
6388,1,3,3,5,4,3,3,2
6389,1,2,1,3,1,2,2,3
6390,1,1,1,2,1,4,5,1
6391,1,1,1,1,1,4,5,6
6392,1,1,1,5,NA,2,1,2
6393,1,1,1,1,1,4,1,3
6394,2,1,1,2,1,4,1,3
6395,NA,1,1,1,1,4,3,1
6396,1,1,1,5,5,2,3,5
6397,1,1,1,1,1,4,4,5
6398,1,1,1,1,1,2,2,5
6399,1,1,1,1,2,2,2,2
6400,2,1,1,1,1,4,3,2
6401,1,4,4,5,3,2,1,2
6402,1,2,1,5,NA,4,3,1
6403,1,1,1,1,1,4,2,5
6404,2,1,1,1,1,4,4,4
6405,1,1,1,1,1,4,4,5
6406,2,1,1,2,1,4,1,1
6407,1,1,1,2,1,4,2,1
6408,1,5,4,5,5,2,1,3
6409,2,1,1,1,1,4,5,4
6410,1,1,1,1,1,2,5,5
6411,1,2,6,3,2,2,3,2
6412,1,1,5,4,5,2,5,4
6413,2,2,1,3,1,2,4,3
6414,1,2,1,3,1,4,3,3
6415,2,2,3,4,3,2,3,1
6416,1,1,1,1,1,4,1,3
6417,1,2,1,5,1,3,3,2
6418,2,5,2,3,3,1,3,5
6419,1,NA,1,1,1,4,1,6
6420,1,2,1,3,1,4,5,6
6421,1,4,2,2,2,3,5,6
6422,2,1,1,2,NA,2,4,2
6423,2,1,1,1,2,4,4,5
6424,1,3,2,4,5,2,3,3
6425,2,1,1,1,1,2,1,3
6426,2,5,7,3,3,3,1,5
6427,1,1,1,1,1,4,3,2
6428,1,1,1,2,1,2,1,1
6429,1,3,4,5,4,4,3,3
6430,1,1,1,1,1,1,2,6
6431,1,5,4,5,1,2,5,2
6432,1,3,7,3,4,2,2,3
6433,1,2,1,2,1,2,3,3
6434,2,1,1,3,1,4,3,2
6435,1,1,1,1,2,4,2,5
6436,1,1,1,1,1,4,5,3
6437,1,1,1,2,1,2,3,1
6438,2,2,1,5,1,3,3,3
6439,2,1,1,1,1,4,4,3
6440,2,1,1,1,1,1,5,5
6441,2,1,1,1,1,4,1,5
6442,1,2,1,1,4,3,3,2
6443,2,1,1,2,1,3,1,1
6444,1,3,1,3,3,4,3,5
6445,2,4,7,2,2,1,1,4
6446,2,1,1,2,1,2,1,2
6447,NA,1,1,1,1,4,1,5
6448,2,NA,7,3,2,3,3,3
6449,1,1,1,1,1,1,2,5
6450,1,4,5,4,3,1,3,2
6451,2,1,1,2,1,4,3,4
6452,1,1,1,1,1,1,1,1
6453,1,1,1,2,1,2,5,6
6454,1,1,1,1,3,3,2,6
6455,1,1,1,1,1,2,2,1
6456,2,1,1,1,1,4,5,5
6457,1,1,7,1,2,2,5,5
6458,2,1,1,1,1,3,1,4
6459,2,1,1,1,3,2,5,2
6460,NA,1,1,1,1,4,1,5
6461,1,1,1,1,1,4,2,2
6462,1,2,5,2,3,4,1,1
6463,NA,1,2,4,1,3,1,5
6464,NA,1,1,4,1,4,3,5
6465,2,2,1,1,5,1,2,1
6466,1,3,7,3,3,1,3,2
6467,2,1,1,1,1,4,1,4
6468,1,1,1,3,1,2,2,3
6469,NA,1,1,1,2,4,3,3
6470,NA,1,1,1,1,4,1,5
6471,1,2,6,3,3,2,4,3
6472,2,1,1,1,1,2,1,4
6473,1,2,1,5,1,2,2,3
6474,1,5,4,5,5,3,4,4
6475,2,2,2,5,3,2,4,5
6476,1,1,1,1,NA,2,2,5
6477,2,1,1,1,1,1,1,5
6478,2,1,1,5,1,2,4,2
6479,1,1,1,1,4,2,3,4
6480,1,1,1,1,NA,4,3,5
6481,2,2,1,4,3,3,3,3
6482,1,1,1,2,1,2,3,5
6483,1,1,1,2,1,2,2,2
6484,1,2,1,2,NA,4,3,2
6485,1,1,1,1,1,2,5,5
6486,1,1,1,1,1,2,1,4
6487,1,2,2,5,1,1,1,1
6488,2,1,1,1,1,1,1,2
6489,2,1,1,2,NA,2,1,3
6490,1,2,1,3,1,4,3,3
6491,1,2,1,3,1,2,2,6
6492,1,1,1,1,NA,2,2,4
6493,2,3,7,5,5,4,5,6
6494,1,1,1,1,1,1,1,2
6495,2,1,1,1,1,2,1,3
6496,1,1,1,1,1,2,5,4
6497,1,1,1,1,2,3,1,3
6498,1,2,5,3,3,4,2,5
6499,1,1,1,1,1,2,1,3
6500,1,1,1,1,5,4,2,3
6501,2,1,1,1,1,2,3,6
6502,1,2,6,4,1,1,5,5
6503,1,1,1,2,1,2,4,4
6504,1,4,4,4,2,2,3,3
6505,1,1,1,1,1,2,3,4
6506,1,1,1,1,1,1,2,1
6507,1,1,1,1,2,3,3,3
6508,1,2,1,5,1,3,5,6
6509,2,2,6,4,3,4,1,2
6510,1,1,1,1,1,4,4,5
6511,2,1,1,1,1,1,5,3
6512,1,2,2,2,5,1,2,1
6513,2,1,1,1,1,4,1,4
6514,1,1,1,2,1,2,3,2
6515,2,1,1,1,1,4,1,2
6516,1,3,2,5,5,2,1,4
6517,2,1,1,2,1,2,1,1
6518,2,1,1,2,1,4,4,3
6519,2,1,1,1,1,4,3,5
6520,1,2,1,3,1,2,2,4
6521,2,3,1,5,1,2,1,3
6522,1,1,7,2,1,4,3,5
6523,1,1,7,3,3,4,2,6
6524,1,1,1,1,1,2,3,5
6525,1,1,1,2,2,2,2,3
6526,2,1,1,1,1,4,5,3
6527,2,1,6,5,4,3,5,6
6528,1,1,1,1,1,1,4,5
6529,2,2,1,3,1,3,3,3
6530,NA,3,3,5,4,2,3,3
6531,1,1,1,1,1,2,4,3
6532,2,NA,1,3,5,2,3,5
6533,NA,2,1,2,1,2,3,5
6534,2,3,3,3,3,2,3,3
6535,2,1,1,2,3,4,5,2
6536,1,1,1,2,1,2,3,2
6537,2,1,1,3,1,4,1,2
6538,1,1,1,1,1,4,5,6
6539,1,3,6,5,NA,4,3,2
6540,1,2,2,4,5,2,2,5
6541,1,4,4,5,5,1,2,4
6542,1,1,1,1,1,3,3,1
6543,1,2,1,3,1,2,5,2
6544,1,3,4,3,5,4,4,4
6545,2,1,1,2,1,3,3,3
6546,1,1,6,1,1,4,2,5
6547,1,1,7,1,1,4,5,2
6548,1,1,1,1,1,4,5,1
6549,2,2,1,3,1,1,1,3
6550,1,2,1,3,1,1,2,3
6551,2,1,1,2,1,4,1,5
6552,2,1,1,1,1,2,3,2
6553,2,2,1,3,1,4,5,2
6554,2,4,5,2,2,3,3,5
6555,2,1,1,1,1,4,1,5
6556,2,1,1,1,1,2,3,5
6557,1,2,1,3,1,2,3,1
6558,2,1,1,1,1,2,1,3
6559,2,2,1,3,1,3,3,4
6560,NA,1,1,1,3,2,3,1
6561,1,1,1,1,1,2,5,4
6562,2,1,1,1,1,2,4,5
6563,1,4,2,3,3,3,1,5
6564,1,1,1,1,1,2,3,3
6565,2,2,2,4,5,1,1,5
6566,1,2,7,4,3,2,2,3
6567,2,1,1,3,1,4,3,4
6568,1,2,2,5,5,3,3,2
6569,1,1,1,1,1,4,2,5
6570,2,1,1,1,1,2,3,1
6571,2,5,3,3,3,2,3,2
6572,NA,1,1,1,5,2,3,3
6573,1,1,1,3,1,4,4,6
6574,2,NA,5,4,3,2,3,2
6575,2,4,6,5,1,4,1,3
6576,1,1,1,1,1,2,2,5
6577,1,2,7,2,2,2,1,5
6578,1,3,6,5,3,2,4,2
6579,NA,1,1,2,1,2,1,5
6580,2,3,5,3,NA,3,2,4
6581,1,2,1,3,1,3,3,1
6582,1,1,1,2,1,3,3,2
6583,1,1,1,1,1,3,2,2
6584,2,1,1,1,1,4,5,3
6585,1,1,1,2,1,4,3,5
6586,1,1,1,1,1,2,3,1
6587,2,1,1,2,1,2,3,3
6588,2,1,7,1,1,4,5,6
6589,1,1,1,2,1,3,3,1
6590,2,1,1,1,1,4,5,2
6591,1,1,1,1,NA,2,4,5
6592,1,NA,1,1,1,2,2,1
6593,2,2,1,3,1,4,4,2
6594,1,3,2,5,5,3,3,4
6595,1,1,7,1,5,3,2,6
6596,2,5,4,4,3,2,1,3
6597,2,1,1,2,1,2,3,2
6598,1,2,1,2,1,4,5,3
6599,1,1,1,1,2,3,1,2
6600,1,1,1,4,5,4,3,5
6601,1,1,1,2,1,2,1,5
6602,1,3,6,1,1,2,2,5
6603,1,1,1,1,1,2,3,6
6604,1,2,6,3,3,2,2,3
6605,1,1,1,1,5,3,2,5
6606,2,4,2,5,5,3,3,2
6607,1,1,1,1,1,2,2,3
6608,2,1,1,5,5,3,5,5
6609,1,1,1,2,1,2,1,1
6610,2,1,1,1,1,4,1,2
6611,2,NA,1,2,3,1,5,1
6612,2,2,1,3,1,4,1,4
6613,1,1,1,2,1,4,5,6
6614,1,1,1,1,1,2,1,1
6615,NA,1,1,2,5,2,2,5
6616,2,1,1,2,1,3,1,3
6617,NA,4,7,5,2,4,5,2
6618,2,2,6,2,3,2,1,3
6619,2,1,1,3,1,4,1,2
6620,1,2,1,5,1,2,2,2
6621,2,1,1,1,1,4,3,3
6622,2,1,1,1,1,4,3,3
6623,2,1,1,2,1,2,3,3
6624,1,5,4,3,4,2,3,5
6625,2,1,1,1,1,3,1,6
6626,1,1,5,2,1,3,2,5
6627,1,1,1,3,1,3,2,3
6628,1,2,1,3,1,4,3,1
6629,NA,3,6,3,2,1,2,2
6630,1,4,2,4,1,2,1,2
6631,2,3,5,3,3,3,1,4
6632,1,3,2,2,4,3,3,1
6633,2,1,1,1,1,2,3,2
6634,2,2,4,4,3,1,3,3
6635,1,1,1,1,1,1,1,3
6636,2,5,5,3,2,2,1,3
6637,1,1,1,2,1,4,3,5
6638,NA,1,1,1,1,2,1,3
6639,1,1,7,4,NA,1,5,6
6640,NA,3,3,3,3,4,3,2
6641,1,1,1,2,2,3,2,5
6642,2,1,1,2,1,2,3,5
6643,1,1,1,1,5,2,4,5
6644,NA,1,1,1,1,2,3,3
6645,2,2,5,5,4,2,1,3
6646,2,1,1,2,1,4,1,2
6647,2,5,4,1,5,4,1,2
6648,1,1,1,1,5,2,5,1
6649,1,3,2,5,1,1,5,3
6650,1,2,4,4,2,2,3,3
6651,1,4,7,3,4,2,5,2
6652,1,1,1,1,1,4,2,5
6653,1,2,5,2,3,3,3,3
6654,1,1,1,1,NA,3,2,2
6655,NA,3,3,4,4,2,1,3
6656,1,5,3,5,5,4,5,4
6657,NA,NA,1,1,1,1,1,5
6658,2,1,1,1,1,2,3,5
6659,1,2,1,5,1,4,3,5
6660,2,1,1,2,1,4,1,4
6661,2,1,1,1,NA,2,5,5
6662,1,2,2,3,2,4,4,3
6663,1,1,1,2,1,4,3,5
6664,2,4,5,3,2,4,1,3
6665,1,1,1,2,1,2,3,4
6666,2,2,1,3,1,4,3,4
6667,1,2,1,4,2,2,3,3
6668,1,3,2,5,5,2,1,5
